   6.28318548       9.10427661E-06   7.49514925E-07           3   1.31979705E-05
   8.88576603      -7.84438453E-06   2.11994802E-06           5   1.49507014E-05
   10.8827963      -2.33740029E-05   3.89459365E-06           4   4.46692320E-05
   12.5663710      -3.25570618E-05   5.99611940E-06           3   1.19782533E-04
   14.0496311       2.05118286E-05   8.37983498E-06          10   4.86648860E-05
   15.3905983      -2.36712494E-05   1.10155761E-05          12   5.45348557E-05
   17.7715321      -1.14694725E-04   1.69595842E-05           5   9.13686235E-05
   18.8495560      -9.09748051E-05   2.02369029E-05          15   2.24484407E-04
   19.8691769      -3.01674481E-05   2.37017430E-05          10   1.10988003E-04
   20.8389683      -1.33586305E-04   2.73444548E-05          12   2.77644023E-04
   21.7655926       3.42477404E-04   3.11567492E-05           4   3.02769098E-04
   22.6543465      -2.77680141E-04   3.51313829E-05          10   3.03249893E-04
   23.5095272       3.14443489E-04   3.92619877E-05          24   2.41502654E-04
   25.1327419      -9.67786589E-04   4.79689552E-05           3   6.57099241E-04
   26.2336216       1.13551105E-04   5.45525945E-05          39   1.99111688E-04
   27.3877697      -3.78913246E-04   6.20741266E-05          12   1.84918026E-04
   28.5890808       7.18114388E-05   7.06059291E-05          34   2.32832201E-04
   29.4707508      -8.34495469E-04   7.73417851E-05          12   4.67928738E-04
   31.1112556       3.90619331E-04   9.09899099E-05          25   5.13297855E-04
   32.2333832      -7.07051731E-05   1.01194833E-04          50   3.27650370E-04
   34.0753403       1.43504891E-04   1.19553210E-04          58   3.84132407E-04
   35.5430641      -1.17892552E-04   1.35676673E-04           5   1.70544465E-03
   36.6342354       3.51804803E-04   1.48560066E-04          70   4.15791437E-04
   38.3940239       4.19664546E-04   1.71013962E-04          61   4.87329526E-04
   40.3166122       1.94688080E-04   1.98012538E-04          80   4.82560543E-04
   41.8554611       1.21200283E-03   2.21562877E-04          58   8.16131476E-04
   43.3526917      -2.26343589E-04   2.46200449E-04          55   8.66959861E-04
   45.3819160       9.98542644E-04   2.82415858E-04         155   5.78017207E-04
   47.3354950       6.10301504E-04   3.20480322E-04          58   1.21854013E-03
   48.9887238      -1.31080509E-04   3.55245866E-04         118   7.87009252E-04
   51.3677788       8.27081167E-05   4.09555796E-04         177   7.11942790E-04
   53.7418289      -1.54553179E-03   4.69005434E-04         149   9.72546171E-04
   55.8878174       1.41136581E-03   5.27463097E-04         167   1.00763002E-03
   58.3514290      -8.95483478E-04   6.00336993E-04         222   1.18682464E-03
   60.5009613       3.44391912E-04   6.69156027E-04         188   1.18883082E-03
   63.2204056       2.47400138E-04   7.63506046E-04         290   1.21256581E-03
   65.9144516       1.13509153E-03   8.65331560E-04         286   1.27220515E-03
   68.5586319      -9.53830720E-04   9.73704271E-04         297   1.51294412E-03
   71.5089493       1.28671469E-03   1.10489712E-03         429   1.44179864E-03
   74.8173065       3.46222240E-03   1.26545562E-03         429   1.45398010E-03
   77.6716766       9.15103010E-04   1.41588727E-03         436   1.92640512E-03
   81.1264038       2.31412938E-03   1.61334535E-03         608   1.59418816E-03
   84.5518341      -4.29568026E-04   1.82645849E-03         590   2.04911991E-03
   88.1575851       2.12486181E-03   2.07023532E-03         718   1.86687172E-03
   91.8803558       1.43702072E-03   2.34373589E-03         818   2.05839332E-03
   95.8411560       5.09294681E-03   2.66009290E-03         906   2.41668080E-03
   99.8555756       3.80082126E-03   3.00855213E-03        1011   2.35389802E-03
   104.149239       6.36111433E-03   3.41357058E-03        1234   2.43714079E-03
