   6.28318498E-03   6.75462885E-04   0.00000000               3   5.58150874E-04
   6.68763556E-03   0.00000000       0.00000000               0   0.00000000    
   6.97163073E-03   0.00000000       0.00000000               0   0.00000000    
   7.26768607E-03   0.00000000       0.00000000               0   0.00000000    
   7.57631334E-03   0.00000000       0.00000000               0   0.00000000    
   7.89804943E-03   0.00000000       0.00000000               0   0.00000000    
   8.23344756E-03   0.00000000       0.00000000               0   0.00000000    
   8.58308561E-03   0.00000000       0.00000000               0   0.00000000    
   8.88576638E-03   7.03111524E-04   0.00000000               5   2.62934685E-04
   9.32753831E-03   0.00000000       0.00000000               0   0.00000000    
   9.72363818E-03   0.00000000       0.00000000               0   0.00000000    
   1.01365596E-02   0.00000000       0.00000000               0   0.00000000    
   1.05670160E-02   0.00000000       0.00000000               0   0.00000000    
   1.08827967E-02   1.48971658E-03   0.00000000               4   4.12794354E-04
   1.14835436E-02   0.00000000       0.00000000               0   0.00000000    
   1.19712036E-02   0.00000000       0.00000000               0   0.00000000    
   1.25663700E-02   2.87822727E-03   0.00000000               3   1.11129135E-03
   1.30095258E-02   0.00000000       0.00000000               0   0.00000000    
   1.35619845E-02   0.00000000       0.00000000               0   0.00000000    
   1.40496297E-02   5.98981231E-03   0.00000000              10   2.33925832E-03
   1.47382794E-02   0.00000000       0.00000000               0   0.00000000    
   1.53905982E-02   3.53715429E-03   0.00000000              12   7.07680476E-04
   1.60166007E-02   0.00000000       0.00000000               0   0.00000000    
   1.66967586E-02   0.00000000       0.00000000               0   0.00000000    
   1.77715328E-02   5.39924297E-03   0.00000000               5   4.01628530E-03
   1.81449540E-02   0.00000000       0.00000000               0   0.00000000    
   1.88495554E-02   1.53739462E-02   0.00000000              15   3.63111356E-03
   1.98691767E-02   2.39657182E-02   0.00000000              10   6.42106868E-03
   2.08389666E-02   5.64112328E-03   0.00000000              12   1.48169941E-03
   2.17655934E-02   9.14267637E-03   0.00000000               4   4.79369657E-03
   2.26543453E-02   1.00066159E-02   0.00000000              10   2.79409462E-03
   2.35095266E-02   1.93002392E-02   0.00000000              24   3.70842661E-03
   2.42766310E-02   0.00000000       0.00000000               0   0.00000000    
   2.51327399E-02   1.70816798E-02   0.00000000               3   1.17743062E-02
   2.62336209E-02   2.33113281E-02   0.00000000              39   3.34049924E-03
   2.73877680E-02   2.74194200E-02   0.00000000              12   9.06556379E-03
   2.85890810E-02   2.45588291E-02   0.00000000              34   3.25927534E-03
   2.94707511E-02   2.47909408E-02   0.00000000              12   7.24258460E-03
   3.11112572E-02   2.32333988E-02   0.00000000              25   5.70428697E-03
   3.22333798E-02   2.87939329E-02   0.00000000              50   3.10392538E-03
   3.40753421E-02   3.67602371E-02   0.00000000              58   4.27088374E-03
   3.55430655E-02   5.92468604E-02   0.00000000               5   1.79382972E-02
   3.66342328E-02   4.49410528E-02   0.00000000              70   5.27166156E-03
   3.83940265E-02   4.90890481E-02   0.00000000              61   6.25180174E-03
   4.03166115E-02   4.67589051E-02   0.00000000              80   4.41013416E-03
   4.18554582E-02   5.55161089E-02   0.00000000              58   8.01558048E-03
   4.33526896E-02   5.74987084E-02   0.00000000              55   6.91401213E-03
