  6.2500000E-02  6.2500000E-02  6.2500000E-02           1
  0.1875000      6.2500000E-02  6.2500000E-02           2
  0.3125000      6.2500000E-02  6.2500000E-02           3
  0.4375000      6.2500000E-02  6.2500000E-02           4
  0.5625000      6.2500000E-02  6.2500000E-02           5
  0.6875000      6.2500000E-02  6.2500000E-02           6
  0.8125000      6.2500000E-02  6.2500000E-02           7
  0.9375000      6.2500000E-02  6.2500000E-02           8
  6.2500000E-02  0.1875000      6.2500000E-02           9
  0.1875000      0.1875000      6.2500000E-02          10
  0.3125000      0.1875000      6.2500000E-02          11
  0.4375000      0.1875000      6.2500000E-02          12
  0.5625000      0.1875000      6.2500000E-02          13
  0.6875000      0.1875000      6.2500000E-02          14
  0.8125000      0.1875000      6.2500000E-02          15
  0.9375000      0.1875000      6.2500000E-02          16
  6.2500000E-02  0.3125000      6.2500000E-02          17
  0.1875000      0.3125000      6.2500000E-02          18
  0.3125000      0.3125000      6.2500000E-02          19
  0.4375000      0.3125000      6.2500000E-02          20
  0.5625000      0.3125000      6.2500000E-02          21
  0.6875000      0.3125000      6.2500000E-02          22
  0.8125000      0.3125000      6.2500000E-02          23
  0.9375000      0.3125000      6.2500000E-02          24
  6.2500000E-02  0.4375000      6.2500000E-02          25
  0.1875000      0.4375000      6.2500000E-02          26
  0.3125000      0.4375000      6.2500000E-02          27
  0.4375000      0.4375000      6.2500000E-02          28
  0.5625000      0.4375000      6.2500000E-02          29
  0.6875000      0.4375000      6.2500000E-02          30
  0.8125000      0.4375000      6.2500000E-02          31
  0.9375000      0.4375000      6.2500000E-02          32
  6.2500000E-02  0.5625000      6.2500000E-02          33
  0.1875000      0.5625000      6.2500000E-02          34
  0.3125000      0.5625000      6.2500000E-02          35
  0.4375000      0.5625000      6.2500000E-02          36
  0.5625000      0.5625000      6.2500000E-02          37
  0.6875000      0.5625000      6.2500000E-02          38
  0.8125000      0.5625000      6.2500000E-02          39
  0.9375000      0.5625000      6.2500000E-02          40
  6.2500000E-02  0.6875000      6.2500000E-02          41
  0.1875000      0.6875000      6.2500000E-02          42
  0.3125000      0.6875000      6.2500000E-02          43
  0.4375000      0.6875000      6.2500000E-02          44
  0.5625000      0.6875000      6.2500000E-02          45
  0.6875000      0.6875000      6.2500000E-02          46
  0.8125000      0.6875000      6.2500000E-02          47
  0.9375000      0.6875000      6.2500000E-02          48
  6.2500000E-02  0.8125000      6.2500000E-02          49
  0.1875000      0.8125000      6.2500000E-02          50
  0.3125000      0.8125000      6.2500000E-02          51
  0.4375000      0.8125000      6.2500000E-02          52
  0.5625000      0.8125000      6.2500000E-02          53
  0.6875000      0.8125000      6.2500000E-02          54
  0.8125000      0.8125000      6.2500000E-02          55
  0.9375000      0.8125000      6.2500000E-02          56
  6.2500000E-02  0.9375000      6.2500000E-02          57
  0.1875000      0.9375000      6.2500000E-02          58
  0.3125000      0.9375000      6.2500000E-02          59
  0.4375000      0.9375000      6.2500000E-02          60
  0.5625000      0.9375000      6.2500000E-02          61
  0.6875000      0.9375000      6.2500000E-02          62
  0.8125000      0.9375000      6.2500000E-02          63
  0.9375000      0.9375000      6.2500000E-02          64
  6.2500000E-02  6.2500000E-02  0.1875000              65
  0.1875000      6.2500000E-02  0.1875000              66
  0.3125000      6.2500000E-02  0.1875000              67
  0.4375000      6.2500000E-02  0.1875000              68
  0.5625000      6.2500000E-02  0.1875000              69
  0.6875000      6.2500000E-02  0.1875000              70
  0.8125000      6.2500000E-02  0.1875000              71
  0.9375000      6.2500000E-02  0.1875000              72
  6.2500000E-02  0.1875000      0.1875000              73
  0.1875000      0.1875000      0.1875000              74
  0.3125000      0.1875000      0.1875000              75
  0.4375000      0.1875000      0.1875000              76
  0.5625000      0.1875000      0.1875000              77
  0.6875000      0.1875000      0.1875000              78
  0.8125000      0.1875000      0.1875000              79
  0.9375000      0.1875000      0.1875000              80
  6.2500000E-02  0.3125000      0.1875000              81
  0.1875000      0.3125000      0.1875000              82
  0.3125000      0.3125000      0.1875000              83
  0.4375000      0.3125000      0.1875000              84
  0.5625000      0.3125000      0.1875000              85
  0.6875000      0.3125000      0.1875000              86
  0.8125000      0.3125000      0.1875000              87
  0.9375000      0.3125000      0.1875000              88
  6.2500000E-02  0.4375000      0.1875000              89
  0.1875000      0.4375000      0.1875000              90
  0.3125000      0.4375000      0.1875000              91
  0.4375000      0.4375000      0.1875000              92
  0.5625000      0.4375000      0.1875000              93
  0.6875000      0.4375000      0.1875000              94
  0.8125000      0.4375000      0.1875000              95
  0.9375000      0.4375000      0.1875000              96
  6.2500000E-02  0.5625000      0.1875000              97
  0.1875000      0.5625000      0.1875000              98
  0.3125000      0.5625000      0.1875000              99
  0.4375000      0.5625000      0.1875000             100
  0.5625000      0.5625000      0.1875000             101
  0.6875000      0.5625000      0.1875000             102
  0.8125000      0.5625000      0.1875000             103
  0.9375000      0.5625000      0.1875000             104
  6.2500000E-02  0.6875000      0.1875000             105
  0.1875000      0.6875000      0.1875000             106
  0.3125000      0.6875000      0.1875000             107
  0.4375000      0.6875000      0.1875000             108
  0.5625000      0.6875000      0.1875000             109
  0.6875000      0.6875000      0.1875000             110
  0.8125000      0.6875000      0.1875000             111
  0.9375000      0.6875000      0.1875000             112
  6.2500000E-02  0.8125000      0.1875000             113
  0.1875000      0.8125000      0.1875000             114
  0.3125000      0.8125000      0.1875000             115
  0.4375000      0.8125000      0.1875000             116
  0.5625000      0.8125000      0.1875000             117
  0.6875000      0.8125000      0.1875000             118
  0.8125000      0.8125000      0.1875000             119
  0.9375000      0.8125000      0.1875000             120
  6.2500000E-02  0.9375000      0.1875000             121
  0.1875000      0.9375000      0.1875000             122
  0.3125000      0.9375000      0.1875000             123
  0.4375000      0.9375000      0.1875000             124
  0.5625000      0.9375000      0.1875000             125
  0.6875000      0.9375000      0.1875000             126
  0.8125000      0.9375000      0.1875000             127
  0.9375000      0.9375000      0.1875000             128
  6.2500000E-02  6.2500000E-02  0.3125000             129
  0.1875000      6.2500000E-02  0.3125000             130
  0.3125000      6.2500000E-02  0.3125000             131
  0.4375000      6.2500000E-02  0.3125000             132
  0.5625000      6.2500000E-02  0.3125000             133
  0.6875000      6.2500000E-02  0.3125000             134
  0.8125000      6.2500000E-02  0.3125000             135
  0.9375000      6.2500000E-02  0.3125000             136
  6.2500000E-02  0.1875000      0.3125000             137
  0.1875000      0.1875000      0.3125000             138
  0.3125000      0.1875000      0.3125000             139
  0.4375000      0.1875000      0.3125000             140
  0.5625000      0.1875000      0.3125000             141
  0.6875000      0.1875000      0.3125000             142
  0.8125000      0.1875000      0.3125000             143
  0.9375000      0.1875000      0.3125000             144
  6.2500000E-02  0.3125000      0.3125000             145
  0.1875000      0.3125000      0.3125000             146
  0.3125000      0.3125000      0.3125000             147
  0.4375000      0.3125000      0.3125000             148
  0.5625000      0.3125000      0.3125000             149
  0.6875000      0.3125000      0.3125000             150
  0.8125000      0.3125000      0.3125000             151
  0.9375000      0.3125000      0.3125000             152
  6.2500000E-02  0.4375000      0.3125000             153
  0.1875000      0.4375000      0.3125000             154
  0.3125000      0.4375000      0.3125000             155
  0.4375000      0.4375000      0.3125000             156
  0.5625000      0.4375000      0.3125000             157
  0.6875000      0.4375000      0.3125000             158
  0.8125000      0.4375000      0.3125000             159
  0.9375000      0.4375000      0.3125000             160
  6.2500000E-02  0.5625000      0.3125000             161
  0.1875000      0.5625000      0.3125000             162
