   6.28318548       6.88561067E-06   0.00000000               3   3.60439822E-06
   8.88576603       7.94560692E-05   0.00000000               5   2.74705617E-05
   10.8827963       2.41502654E-04   0.00000000               4   8.59416468E-05
   12.5663710       1.87584563E-04   0.00000000               3   1.52513485E-05
   14.0496311       4.45477228E-04   0.00000000              10   1.28831540E-04
   15.3905983       9.18195525E-04   0.00000000              12   2.87647941E-04
   18.5800514       5.08314464E-04   0.00000000              20   9.72789348E-05
   20.3981552       8.78357328E-04   0.00000000              22   1.71734748E-04
   22.4004173       1.20251812E-03   0.00000000              14   2.78470252E-04
   23.6898842       1.34050334E-03   0.00000000              27   2.14950021E-04
   26.5051861       2.53962888E-03   0.00000000              51   3.38657672E-04
   28.8190804       3.83910513E-03   0.00000000              46   5.62712492E-04
   31.6453609       3.63792176E-03   0.00000000              59   4.62883967E-04
   33.7668076       4.96281730E-03   0.00000000              74   5.67668001E-04
   37.3834381       7.56846182E-03   0.00000000             136   6.80851575E-04
   40.9633751       8.59004073E-03   0.00000000             138   7.07226107E-04
   44.4589462       1.14524048E-02   0.00000000             162   8.85247835E-04
   47.9875374       1.37044806E-02   0.00000000             227   8.42902286E-04
   52.5556374       1.83319747E-02   0.00000000             335   1.10565755E-03
   57.6717529       2.62064058E-02   0.00000000             435   1.21512753E-03
   62.8368912       3.21985967E-02   0.00000000             490   1.44255650E-03
   68.1916733       4.24961597E-02   0.00000000             653   1.71094947E-03
   74.3690796       5.24882525E-02   0.00000000             906   1.91260502E-03
   81.2161102       6.93740547E-02   0.00000000            1162   2.01984914E-03
   88.4767532       9.29842889E-02   0.00000000            1454   2.53020832E-03
   96.3784561      0.115145303       0.00000000            1907   2.55797757E-03
